sample_idx,subject,session,emotion_code,emotion_name,class_idx,n_frames_orig,padded,npy_path
199,S100,005,1,anger,0,23,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S100_005_anger.npy
200,S100,006,5,happiness,3,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S100_006_happiness.npy
201,S101,002,7,surprise,5,19,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S101_002_surprise.npy
202,S102,002,7,surprise,5,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S102_002_surprise.npy
203,S102,003,4,fear,2,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S102_003_fear.npy
204,S102,009,3,disgust,1,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S102_009_disgust.npy
205,S105,008,3,disgust,1,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S105_008_disgust.npy
206,S106,002,6,sadness,4,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S106_002_sadness.npy
207,S106,004,3,disgust,1,8,True,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S106_004_disgust.npy
208,S106,006,5,happiness,3,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S106_006_happiness.npy
209,S107,001,7,surprise,5,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S107_001_surprise.npy
210,S107,005,3,disgust,1,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S107_005_disgust.npy
211,S108,005,6,sadness,4,22,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S108_005_sadness.npy
212,S108,006,3,disgust,1,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S108_006_disgust.npy
213,S108,008,5,happiness,3,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S108_008_happiness.npy
214,S109,003,1,anger,0,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S109_003_anger.npy
215,S109,005,3,disgust,1,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S109_005_disgust.npy
216,S109,006,5,happiness,3,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S109_006_happiness.npy
217,S110,001,7,surprise,5,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S110_001_surprise.npy
218,S111,001,7,surprise,5,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S111_001_surprise.npy
219,S111,006,1,anger,0,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S111_006_anger.npy
220,S111,007,3,disgust,1,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S111_007_disgust.npy
221,S112,005,1,anger,0,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S112_005_anger.npy
222,S113,001,7,surprise,5,12,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S113_001_surprise.npy
223,S113,003,6,sadness,4,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S113_003_sadness.npy
224,S113,008,1,anger,0,23,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S113_008_anger.npy
225,S114,001,7,surprise,5,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S114_001_surprise.npy
226,S114,006,5,happiness,3,23,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S114_006_happiness.npy
227,S115,001,7,surprise,5,8,True,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S115_001_surprise.npy
228,S115,004,6,sadness,4,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S115_004_sadness.npy
229,S115,008,5,happiness,3,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S115_008_happiness.npy
230,S116,001,7,surprise,5,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S116_001_surprise.npy
231,S116,006,3,disgust,1,7,True,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S116_006_disgust.npy
232,S116,007,5,happiness,3,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S116_007_happiness.npy
233,S117,001,7,surprise,5,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S117_001_surprise.npy
234,S117,003,4,fear,2,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S117_003_fear.npy
235,S117,006,1,anger,0,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S117_006_anger.npy
236,S119,001,7,surprise,5,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S119_001_surprise.npy
237,S119,003,4,fear,2,24,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S119_003_fear.npy
238,S119,008,1,anger,0,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S119_008_anger.npy
239,S122,001,7,surprise,5,12,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S122_001_surprise.npy
240,S124,001,7,surprise,5,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S124_001_surprise.npy
241,S124,003,4,fear,2,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S124_003_fear.npy
242,S124,006,3,disgust,1,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S124_006_disgust.npy
243,S124,007,5,happiness,3,24,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S124_007_happiness.npy
244,S125,001,6,sadness,4,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S125_001_sadness.npy
245,S125,005,5,happiness,3,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S125_005_happiness.npy
246,S125,006,4,fear,2,22,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S125_006_fear.npy
247,S125,007,7,surprise,5,9,True,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S125_007_surprise.npy
248,S125,008,3,disgust,1,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S125_008_disgust.npy
249,S126,004,7,surprise,5,12,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S126_004_surprise.npy
250,S126,008,1,anger,0,29,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S126_008_anger.npy
251,S127,001,7,surprise,5,17,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S127_001_surprise.npy
252,S127,004,5,happiness,3,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S127_004_happiness.npy
253,S127,010,1,anger,0,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S127_010_anger.npy
254,S128,004,3,disgust,1,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S128_004_disgust.npy
255,S128,011,5,happiness,3,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S128_011_happiness.npy
256,S129,002,7,surprise,5,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S129_002_surprise.npy
257,S129,006,1,anger,0,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S129_006_anger.npy
258,S129,011,3,disgust,1,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S129_011_disgust.npy
259,S129,012,5,happiness,3,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S129_012_happiness.npy
260,S130,001,7,surprise,5,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S130_001_surprise.npy
261,S130,007,1,anger,0,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S130_007_anger.npy
262,S130,009,6,sadness,4,19,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S130_009_sadness.npy
263,S130,012,3,disgust,1,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S130_012_disgust.npy
264,S130,013,5,happiness,3,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S130_013_happiness.npy
265,S131,001,7,surprise,5,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S131_001_surprise.npy
266,S131,003,6,sadness,4,24,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S131_003_sadness.npy
267,S131,006,5,happiness,3,22,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S131_006_happiness.npy
268,S131,010,3,disgust,1,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S131_010_disgust.npy
269,S132,002,6,sadness,4,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S132_002_sadness.npy
270,S132,003,4,fear,2,23,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S132_003_fear.npy
271,S132,005,3,disgust,1,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S132_005_disgust.npy
272,S132,006,5,happiness,3,23,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S132_006_happiness.npy
273,S132,008,7,surprise,5,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S132_008_surprise.npy
274,S133,003,1,anger,0,47,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S133_003_anger.npy
275,S133,009,7,surprise,5,6,True,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S133_009_surprise.npy
276,S133,010,5,happiness,3,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S133_010_happiness.npy
277,S134,003,1,anger,0,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S134_003_anger.npy
278,S134,004,5,happiness,3,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S134_004_happiness.npy
279,S134,008,3,disgust,1,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S134_008_disgust.npy
280,S135,001,7,surprise,5,39,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S135_001_surprise.npy
281,S135,012,5,happiness,3,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S135_012_happiness.npy
282,S136,001,7,surprise,5,19,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S136_001_surprise.npy
283,S136,003,6,sadness,4,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S136_003_sadness.npy
284,S136,005,1,anger,0,10,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S136_005_anger.npy
285,S136,006,5,happiness,3,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S136_006_happiness.npy
286,S137,001,7,surprise,5,14,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S137_001_surprise.npy
287,S137,005,6,sadness,4,27,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S137_005_sadness.npy
288,S137,011,5,happiness,3,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S137_011_happiness.npy
289,S138,001,4,fear,2,12,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S138_001_fear.npy
290,S138,004,7,surprise,5,13,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S138_004_surprise.npy
291,S138,005,5,happiness,3,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S138_005_happiness.npy
292,S138,007,6,sadness,4,11,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S138_007_sadness.npy
293,S501,001,1,anger,0,67,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S501_001_anger.npy
294,S501,004,4,fear,2,56,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S501_004_fear.npy
295,S501,006,6,sadness,4,41,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S501_006_sadness.npy
296,S502,001,1,anger,0,16,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S502_001_anger.npy
297,S502,004,4,fear,2,52,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S502_004_fear.npy
298,S503,001,1,anger,0,71,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S503_001_anger.npy
299,S503,006,6,sadness,4,20,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S503_006_sadness.npy
300,S504,001,1,anger,0,22,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S504_001_anger.npy
301,S504,004,4,fear,2,15,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S504_004_fear.npy
302,S504,006,6,sadness,4,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S504_006_sadness.npy
303,S505,006,6,sadness,4,19,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S505_006_sadness.npy
304,S506,001,1,anger,0,40,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S506_001_anger.npy
305,S506,004,4,fear,2,38,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S506_004_fear.npy
306,S506,006,6,sadness,4,42,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S506_006_sadness.npy
307,S999,001,1,anger,0,18,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S999_001_anger.npy
308,S999,003,4,fear,2,55,False,/kaggle/input/datasets/udnyahyaalzami/02-extract-landmarks-results/landmarks/S999_003_fear.npy
